Utterance ID	File ID	Condition	Interaction Type	Information Need Type	Information Need Subtype	Dialogue Act	Visible to User	Visible to Agent	Participant	Utterance	Timestamp																																																						
-NBM4Po72yJo9OVy-leY	0	active	text			other	TRUE	TRUE	agent	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare Southern Fried Chicken. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say start.	1662539640073																																																						
-NBM4S96oY29x6vyunqZ	0	active	text			other	TRUE	TRUE	user	start	1662539649671																																																						
-NBM4Vc_a2KIh2KpZR27	0	active	text			other	TRUE	TRUE	agent	Hello.  How can I help you? :)	1662539663909																																																						
-NBM4d-O2nP6qoZ2zi-G	0	active	text	preparation		question	TRUE	TRUE	user	"ok, what's the first step?"	1662539698201																																																						
-NBM4ihrwHLmCiybGdRW	0	active	text			answer	TRUE	TRUE	agent	I'll show you	1662539721591																																																						
-NBM4iuy2uCZsu3JuZvb	0	active	action			other	FALSE	FALSE	agent		1662539722431	next																																																					
-NBM4l3NWsBfYAWLRMsb	0	active	action			other	FALSE	FALSE	agent		1662539731224	next																																																					
-NBM4qPJT1_OQMboWpmm	0	active	text			question	TRUE	TRUE	agent	Do you see it already?	1662539753108																																																						
-NBM4uO8I7-lL_ppa5pr	0	active	text			answer	TRUE	TRUE	user	I don't see anything? sorry	1662539769417																																																						
-NBM4yU-HWgg2zpxsoey	0	active	text			other	TRUE	TRUE	agent	"Alright so this is what you need to do first: Combine the paprika, black pepper, garlic powder, oregano, and cayenne in a small bowl and mix thoroughly with a fork."	1662539786177		88c7d3ee4ea22283	excel	The Best Buttermilk-Brined Southern Fried Chicken Recipe	The Best Buttermilk-Brined Southern Fried Chicken Recipe	e5e8f271e886629e	"Combine the paprika, black pepper, garlic powder, oregano, and cayenne in a small bowl and mix thoroughly with a fork."	1662539772175																																														
-NBM4yehXU5y2XFQ6cqA	0	active	text			other	TRUE	TRUE	agent	https://www.seriouseats.com/thmb/u9l4n4Din6ljvvrAMYBbK2xBY38=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2015__07__20210324-SouthernFriedChicken-Andrew-Janjigian-step1-7ffb702156b24545914d31d4b1c39007.jpg	1662539786925																																																						
-NBM58CSkmlIbQsVMDuu	0	active	text			other	TRUE	TRUE	user	cool thanks	1662539830109																																																						
-NBM5EpFpY6DZXAdG5sI	0	active	text			question	TRUE	TRUE	agent	Do you have any questions regarding this initial step?	1662539857233																																																						
-NBM5KRGzz_M1hyeDk-t	0	active	text			answer	TRUE	TRUE	user	"No, I've done it"	1662539880209																																																						
-NBM5PAbBbXBsPKBrNNv	0	active	action			other	FALSE	FALSE	agent	Great! So let's move on.	1662539899623	next																																																					
-NBM5S-yZa1DkGIzW50g	0	active	text			other	TRUE	TRUE	agent	Great! So let's move on.	1662539911231																																																						
-NBM5Trr0mPHaWcGOeZb	0	active	text			other	TRUE	TRUE	agent	"Step 2:  Whisk the buttermilk, egg, 1 tablespoon salt, and 2 tablespoons of the spice mixture in a large bowl. Add the chicken pieces and toss and turn to coat. Transfer the contents of the bowl to a gallon-sized zipper-lock freezer bag and refrigerate for at least 4 hours, and up to overnight, flipping the bag occasionally to redistribute the contents and coat the chicken evenly."	1662539918839		88c7d3ee4ea22283	excel	The Best Buttermilk-Brined Southern Fried Chicken Recipe	The Best Buttermilk-Brined Southern Fried Chicken Recipe	e5e8f271e886629e	"Whisk the buttermilk, egg, 1 tablespoon salt, and 2 tablespoons of the spice mixture in a large bowl."	1662539915363	88c7d3ee4ea22283	excel	The Best Buttermilk-Brined Southern Fried Chicken Recipe	The Best Buttermilk-Brined Southern Fried Chicken Recipe	e5e8f271e886629e	Add the chicken pieces and toss and turn to coat.	1662539916055	88c7d3ee4ea22283	excel	The Best Buttermilk-Brined Southern Fried Chicken Recipe	The Best Buttermilk-Brined Southern Fried Chicken Recipe	e5e8f271e886629e	"Transfer the contents of the bowl to a gallon-sized zipper-lock freezer bag and refrigerate for at least 4 hours, and up to overnight, flipping the bag occasionally to redistribute the contents and coat the chicken evenly."	1662539916991																																
-NBM5U8EKZUlG4TE4PJd	0	active	text			other	TRUE	TRUE	agent	https://www.seriouseats.com/thmb/5E35nL42OZWdZhtvfspS2U95nTo=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2015__07__20210324-SouthernFriedChicken-Andrew-Janjigian-step2-dd304371d2ae41edbcf0478f4da4d229.jpg	1662539919952																																																						
-NBM5tda8V8hUlrTOsWZ	0	active	text	equipment		question	TRUE	TRUE	user	Do I manually whisk or use a mixing machine?	1662540028518																																																						
-NBM5xOtldpYKGXMelEg	0	active	text			answer	TRUE	TRUE	agent	Let me see...	1662540043897																																																						
-NBM6Pn-LF9psTijFTpR	0	active	text			answer	TRUE	TRUE	agent	"I'm sorry, I do not think I have this information. But manual whisking should be enough here."	1662540164288																							spice mixture	1662540081021	spice mixture manual	1662540082704																												
-NBM6TTuP4YX1MgZHPVM	0	active	text	preparation		question	TRUE	TRUE	user	"Ok, after the 4 hours, what do I do?"	1662540179386																																																						
-NBM6c-b1o9sI-ts0L-s	0	active	text			answer	TRUE	TRUE	agent	Also be aware of the chemical processes that are going on in this step which is called brining.	1662540218408																																																						
-NBM6iM9ypJN_yzcjote	0	active	text	cooking_technique		question	TRUE	TRUE	user	What is brining?	1662540244426																																																						
-NBM6nMy00Tt9Y6sYKse	0	active	text			answer	TRUE	TRUE	agent	"Brining is the process by which a lean meat (most often chicken, turkey, or pork) is submerged in a saltwater solution."	1662540264958		fe69d5b036a5e21d	excel	The Best Southern Fried Chicken | The Food Lab	Inside Out	ecf33b65342bbfc7	"Brining is the process by which a lean meat (most often chicken, turkey, or pork) is submerged in a saltwater solution."	1662540258808																																														
-NBM6vSoancJRmbMelTj	0	active	text	knowledge	science	question	TRUE	TRUE	user	"That's very interesting, what does brining do"	1662540298100																																																						
-NBM6vn7Z86UOCauNJrG	0	active	text			question	TRUE	TRUE	user	?	1662540299464																																																						
-NBM70UTztlNItkmR49Z	0	active	text			answer	TRUE	TRUE	agent	I'm happy to tell you this.	1662540322782																																																						
-NBM7585yS1_dj7s0uca	0	active	text			answer	TRUE	TRUE	agent	"As the meat sits, the saltwater will slowly dissolve key muscle proteins—most notably myosin, a protein that acts as a sort of glue, holding muscle fibers together). As the myosin dissolves, three things take place:"	1662540341831		fe69d5b036a5e21d	excel	The Best Southern Fried Chicken | The Food Lab	Inside Out	ecf33b65342bbfc7	"As the meat sits, the saltwater will slowly dissolve key muscle proteins—most notably myosin, a protein that acts as a sort of glue, holding muscle fibers together)."	1662540326599	fe69d5b036a5e21d	excel	The Best Southern Fried Chicken | The Food Lab	Inside Out	ecf33b65342bbfc7	"As the myosin dissolves, three things take place:"	1662540338560																																							
-NBM77taUu5L6vt1DXax	0	active	text			answer	TRUE	TRUE	agent	"First, the ability of the meat to hold onto moisture increases."	1662540353126		fe69d5b036a5e21d	excel	The Best Southern Fried Chicken | The Food Lab	Inside Out	ba0576fee75e6f46	"First, the ability of the meat to hold onto moisture increases."	1662540350376																																														
-NBM7E1ziBe_CHdaOESy	0	active	text			answer	TRUE	TRUE	agent	"Second, brining alters the texture of the meat by allowing dissolved proteins to cross-link with each other. This is the main principle behind sausage making—dissolved proteins can bond with each other, creating a pleasantly bouncy, tender texture."	1662540378304		fe69d5b036a5e21d	excel	The Best Southern Fried Chicken | The Food Lab	Inside Out	ba0576fee75e6f46	"Second, brining alters the texture of the meat by allowing dissolved proteins to cross-link with each other."	1662540370984	fe69d5b036a5e21d	excel	The Best Southern Fried Chicken | The Food Lab	Inside Out	ba0576fee75e6f46	"This is the main principle behind sausage making—dissolved proteins can bond with each other, creating a pleasantly bouncy, tender texture."	1662540376791																																							
-NBM7FvTYVDZufAoNGZo	0	active	text			answer	TRUE	TRUE	agent	"Third, as the brine slowly works its way into the meat, it seasons it beyond just the very surface. An overnight brine will penetrate a few millimeters into the meat, giving you built-in seasoning before you ever get to the breading."	1662540386014		fe69d5b036a5e21d	excel	The Best Southern Fried Chicken | The Food Lab	Inside Out	ba0576fee75e6f46	"Third, as the brine slowly works its way into the meat, it seasons it beyond just the very surface."	1662540380775	fe69d5b036a5e21d	excel	The Best Southern Fried Chicken | The Food Lab	Inside Out	ba0576fee75e6f46	"An overnight brine will penetrate a few millimeters into the meat, giving you built-in seasoning before you ever get to the breading."	1662540385103																																							
-NBM7KBdZSPDn4HL2PZf	0	active	text			other	TRUE	TRUE	agent	"Interesting, right? :-D"	1662540403497																																																						
-NBM7RU-omojD198aeRP	0	active	text			other	TRUE	TRUE	user	That is interesting	1662540433344																																																						
-NBM7STkMNzJvm89tZ9b	0	active	text			other	TRUE	TRUE	user	Thank you	1662540437424																																																						
-NBM7g6jxCzFYEE9AQOv	0	active	text			other	TRUE	TRUE	agent	You can also spot a visual difference between unbrined and brined meat	1662540497391																																																						
-NBM87rcSmhAWC82o_l-	0	active	text	cooking_technique	visual	question	TRUE	TRUE	user	Can I see?	1662540615145																																																						
-NBM8Acl0t_ZvA6AIVMj	0	active	text			answer	TRUE	TRUE	agent	Sure!	1662540626482																																																						
-NBM8B0dkE16pQnEVzL5	0	active	text			answer	TRUE	TRUE	agent	https://www.seriouseats.com/thmb/0aQRJ15krGbviHzK5B3BHQj9Ep8=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__images__2015__07__20150715-fried-chicken-02-921b328acddf4d73b1816d60b47fb534.jpg	1662540628073																																																						
-NBM8FshrXcp_-d0JtuC	0	active	text			other	TRUE	TRUE	user	Definitely more moisture!	1662540647981																																																						
-NBM8Iyq9xzk6TxtAT6G	0	active	text			other	TRUE	TRUE	agent	Oh yes!	1662540660663																																																						
-NBM8RGDpXyeJGimLcbc	0	active	text			other	TRUE	TRUE	agent	Also: Using buttermilk affects the outcome in a special way :)	1662540694606																																																						
-NBM9KbxYFNiGHX67D6z	0	active	text	knowledge	science_knowledge	question	TRUE	TRUE	user	How so?	1662540929533																																																						
-NBM9WVb-tmq5Jm2rLa3	0	active	text			answer	TRUE	TRUE	agent	"If you replace water with buttermilk, not only does the chicken come out just as moist as with water brine, it is actually significantly more tender as well, due to the tenderizing effects of buttermilk on food (soaking it for more than one night led to chicken that was so tender that it bordered on mush). Finally, hitting the buttermilk with spices helps build flavor right into the surface of the bird."	1662540978215		fe69d5b036a5e21d	excel	The Best Southern Fried Chicken | The Food Lab	Inside Out	f004c021091a3656	"Not only did the chicken come out just as moist as with water brine, it was actually significantly more tender as well, due to the tenderizing effects of buttermilk on food (soaking it for more than one night led to chicken that was so tender that it bordered on mush)."	1662540935534	fe69d5b036a5e21d	excel	The Best Southern Fried Chicken | The Food Lab	Inside Out	f004c021091a3656	"Finally, hitting the buttermilk with spices helped build flavor right into the surface of the bird."	1662540972984																																							
-NBM9yFYqIqvcRtqBiwf	0	active	text			question	TRUE	TRUE	agent	So these are the key features you should know about brining.  Was it helpful? Do you need more information?	1662541095971																																																						
-NBMA3-0QBWKqqRPdLCs	0	active	text			answer	TRUE	TRUE	user	Very helpful thank you!	1662541119489																																																						
-NBMA7HlgU4nevUVg-EI	0	active	text			other	TRUE	TRUE	agent	Great!	1662541137074																																																						
-NBMAEQUDaLnjoC3s54G	0	active	text			other	TRUE	TRUE	agent	"If you wish to go to the next step, simply say ""Next""."	1662541166303																																																						
-NBMAFVdjYuyx-wxPTiB	0	active	text			other	TRUE	TRUE	user	next	1662541170729																																																						
-NBMAM1CfhFg0qMNiM9G	0	active	text			other	TRUE	TRUE	agent	"Step 3:  Whisk together the flour, cornstarch, baking powder, 2 teaspoons salt, and the remaining spice mixture in a large bowl. Add 3 tablespoons of the marinade from the zipper-lock bag and work it into the flour with your fingertips. Remove one piece of chicken from the bag, allowing excess buttermilk to drip off, drop the chicken into the flour mixture, and toss to coat. Continue adding chicken pieces to the flour mixture one at a time until they are all in the bowl. Toss the chicken until every piece is thoroughly coated, pressing with your hands to get the flour to adhere in a thick layer."	1662541197453		88c7d3ee4ea22283	excel	The Best Buttermilk-Brined Southern Fried Chicken Recipe	The Best Buttermilk-Brined Southern Fried Chicken Recipe	e5e8f271e886629e	"Whisk together the flour, cornstarch, baking powder, 2 teaspoons salt, and the remaining spice mixture in a large bowl."	1662541189728	88c7d3ee4ea22283	excel	The Best Buttermilk-Brined Southern Fried Chicken Recipe	The Best Buttermilk-Brined Southern Fried Chicken Recipe	e5e8f271e886629e	Add 3 tablespoons of the marinade from the zipper-lock bag and work it into the flour with your fingertips.	1662541190281	88c7d3ee4ea22283	excel	The Best Buttermilk-Brined Southern Fried Chicken Recipe	The Best Buttermilk-Brined Southern Fried Chicken Recipe	e5e8f271e886629e	"Remove one piece of chicken from the bag, allowing excess buttermilk to drip off, drop the chicken into the flour mixture, and toss to coat."	1662541190903					88c7d3ee4ea22283	excel	The Best Buttermilk-Brined Southern Fried Chicken Recipe	The Best Buttermilk-Brined Southern Fried Chicken Recipe	e5e8f271e886629e	Continue adding chicken pieces to the flour mixture one at a time until they are all in the bowl.	1662541191280	88c7d3ee4ea22283	excel	The Best Buttermilk-Brined Southern Fried Chicken Recipe	The Best Buttermilk-Brined Southern Fried Chicken Recipe	e5e8f271e886629e	"Toss the chicken until every piece is thoroughly coated, pressing with your hands to get the flour to adhere in a thick layer."	1662541191704														
